"Representative Diaz-Balart, Mario",https://www.congress.gov/member/mario-diaz-balart/D000600,Florida,25,Republican,House: 2003-Present
"Representative Dicks, Norman D.",https://www.congress.gov/member/norman-dicks/D000327,Washington,6,Democratic,House: 1977-2013
"Representative Dingell, John D.",https://www.congress.gov/member/john-dingell/D000355,Michigan,12,Democratic,House: 1955-2015
"Representative Doggett, Lloyd",https://www.congress.gov/member/lloyd-doggett/D000399,Texas,35,Democratic,House: 1995-Present
"Representative Doolittle, John T.",https://www.congress.gov/member/john-doolittle/D000429,California,4,Republican,House: 1991-2009
"Representative Doyle, Michael F.",https://www.congress.gov/member/mike-doyle/D000482,Pennsylvania,18,Democratic,House: 1995-Present
"Representative Drake, Thelma D.",https://www.congress.gov/member/thelma-drake/D000605,Virginia,2,Republican,House: 2005-2009
"Representative Dreier, David",https://www.congress.gov/member/david-dreier/D000492,California,26,Republican,House: 1981-2013
"Representative Duncan, John J., Jr.",https://www.congress.gov/member/john-duncan/D000533,Tennessee,2,Republican,House: 1987-2019
"Representative Edwards, Chet",https://www.congress.gov/member/chet-edwards/E000063,Texas,17,Democratic,House: 1991-2011
"Representative Ehlers, Vernon J.",https://www.congress.gov/member/vernon-ehlers/E000092,Michigan,3,Republican,House: 1993-2011
"Representative Emanuel, Rahm",https://www.congress.gov/member/rahm-emanuel/E000287,Illinois,5,Democratic,House: 2003-2009
"Representative Emerson, Jo Ann",https://www.congress.gov/member/jo-emerson/E000172,Missouri,8,Republican,House: 1997-2013
"Representative Engel, Eliot L.",https://www.congress.gov/member/eliot-engel/E000179,New York,16,Democratic,House: 1989-Present
"Representative English, Phil",https://www.congress.gov/member/phil-english/E000187,Pennsylvania,3,Republican,House: 1995-2009
"Representative Eshoo, Anna G.",https://www.congress.gov/member/anna-eshoo/E000215,California,18,Democratic,House: 1993-Present
"Representative Etheridge, Bob",https://www.congress.gov/member/bob-etheridge/E000226,North Carolina,2,Democratic,House: 1997-2011
"Representative Evans, Lane",https://www.congress.gov/member/lane-evans/E000250,Illinois,17,Democratic,House: 1983-2007
"Representative Everett, Terry",https://www.congress.gov/member/terry-everett/E000268,Alabama,2,Republican,House: 1993-2009
"Representative Faleomavaega, Eni F. H.",https://www.congress.gov/member/eni-faleomavaega/F000010,American Samoa,,Democratic,House: 1989-2015
"Representative Farr, Sam",https://www.congress.gov/member/sam-farr/F000030,California,20,Democratic,House: 1993-2017
"Representative Fattah, Chaka",https://www.congress.gov/member/chaka-fattah/F000043,Pennsylvania,2,Democratic,House: 1995-2016
"Representative Feeney, Tom",https://www.congress.gov/member/tom-feeney/F000447,Florida,24,Republican,House: 2003-2009
"Representative Ferguson, Mike",https://www.congress.gov/member/mike-ferguson/F000443,New Jersey,7,Republican,House: 2001-2009
"Representative Filner, Bob",https://www.congress.gov/member/bob-filner/F000116,California,51,Democratic,House: 1993-2013
"Representative Fitzpatrick, Michael G.",https://www.congress.gov/member/michael-fitzpatrick/F000451,Pennsylvania,8,Republican,"House: 2005-2007, 2011-2017"
"Senator Flake, Jeff",https://www.congress.gov/member/jeff-flake/F000444,Arizona,,Republican,Senate: 2013-2019 | House: 2001-2013
"Representative Foley, Mark",https://www.congress.gov/member/mark-foley/F000238,Florida,16,Republican,House: 1995-2007
"Representative Forbes, J. Randy",https://www.congress.gov/member/j-forbes/F000445,Virginia,4,Republican,House: 2001-2017
"Representative Ford, Harold E., Jr.",https://www.congress.gov/member/harold-ford/F000262,Tennessee,9,Democratic,House: 1997-2007
"Representative Fortenberry, Jeff",https://www.congress.gov/member/jeff-fortenberry/F000449,Nebraska,1,Republican,House: 2005-Present
"Representative Fortuno, Luis G.",https://www.congress.gov/member/luis-fortuno/F000452,Puerto Rico,,Republican,House: 2005-2009
"Representative Fossella, Vito",https://www.congress.gov/member/vito-fossella/F000440,New York,13,Republican,House: 1997-2009
"Representative Foxx, Virginia",https://www.congress.gov/member/virginia-foxx/F000450,North Carolina,5,Republican,House: 2005-Present
"Representative Frank, Barney",https://www.congress.gov/member/barney-frank/F000339,Massachusetts,4,Democratic,House: 1981-2013
"Representative Franks, Trent",https://www.congress.gov/member/trent-franks/F000448,Arizona,8,Republican,House: 2003-2017
"Representative Frelinghuysen, Rodney P.",https://www.congress.gov/member/rodney-frelinghuysen/F000372,New Jersey,11,Republican,House: 1995-2019
"Representative Gallegly, Elton",https://www.congress.gov/member/elton-gallegly/G000021,California,24,Republican,House: 1987-2013
"Representative Garrett, Scott",https://www.congress.gov/member/scott-garrett/G000548,New Jersey,5,Republican,House: 2003-2017
"Representative Gerlach, Jim",https://www.congress.gov/member/jim-gerlach/G000549,Pennsylvania,6,Republican,House: 2003-2015
"Representative Gibbons, Jim",https://www.congress.gov/member/jim-gibbons/G000152,Nevada,2,Republican,House: 1997-2007
"Representative Gilchrest, Wayne T.",https://www.congress.gov/member/wayne-gilchrest/G000180,Maryland,1,Republican,House: 1991-2009
"Representative Gillmor, Paul E.",https://www.congress.gov/member/paul-gillmor/G000210,Ohio,5,Republican,House: 1989-2007
"Representative Gingrey, Phil",https://www.congress.gov/member/phil-gingrey/G000550,Georgia,11,Republican,House: 2003-2015
"Representative Gohmert, Louie",https://www.congress.gov/member/louie-gohmert/G000552,Texas,1,Republican,House: 2005-Present
"Representative Gonzalez, Charles A.",https://www.congress.gov/member/charles-gonzalez/G000544,Texas,20,Democratic,House: 1999-2013
"Representative Goode, Virgil H., Jr.",https://www.congress.gov/member/virgil-goode/G000280,Virginia,5,Republican,House: 1997-2009
"Representative Goodlatte, Bob",https://www.congress.gov/member/robert-goodlatte/G000289,Virginia,6,Republican,House: 1993-2019
"Representative Gordon, Bart",https://www.congress.gov/member/bart-gordon/G000309,Tennessee,6,Democratic,House: 1985-2011
