Downloaded on,4/19/19,12:26:44 EDT,,,
Search URL,https://www.congress.gov/search?searchResultViewType=expanded&q=%7B%22source%22%3A%22members%22%2C%22chamber%22%3A%22House%22%2C%22congress%22%3A%5B%22106%22%5D%7D,,,,
Name,URL,State,District,Party,Terms
"Representative Abercrombie, Neil",https://www.congress.gov/member/neil-abercrombie/A000014,Hawaii,1,Democratic,"House: 1985-1987, 1991-2011"
"Representative Ackerman, Gary L.",https://www.congress.gov/member/gary-ackerman/A000022,New York,5,Democratic,House: 1983-2013
"Representative Aderholt, Robert B.",https://www.congress.gov/member/robert-aderholt/A000055,Alabama,4,Republican,House: 1997-Present
"Representative Allen, Thomas H.",https://www.congress.gov/member/thomas-allen/A000357,Maine,1,Democratic,House: 1997-2009
"Representative Andrews, Robert E.",https://www.congress.gov/member/robert-andrews/A000210,New Jersey,1,Democratic,House: 1989-2014
"Representative Archer, Bill",https://www.congress.gov/member/bill-archer/A000215,Texas,7,Republican,House: 1971-2001
"Representative Armey, Richard K.",https://www.congress.gov/member/dick-armey/A000217,Texas,26,Republican,House: 1985-2003
"Representative Baca, Joe",https://www.congress.gov/member/joe-baca/B001234,California,43,Democratic,House: 1999-2013
"Representative Bachus, Spencer",https://www.congress.gov/member/spencer-bachus/B000013,Alabama,6,Republican,House: 1993-2015
"Representative Baird, Brian",https://www.congress.gov/member/brian-baird/B001229,Washington,3,Democratic,House: 1999-2011
"Representative Baker, Richard H.",https://www.congress.gov/member/richard-baker/B000072,Louisiana,6,Republican,House: 1987-2008
"Representative Baldacci, John Elias",https://www.congress.gov/member/john-baldacci/B000081,Maine,2,Democratic,House: 1995-2003
"Senator Baldwin, Tammy",https://www.congress.gov/member/tammy-baldwin/B001230,Wisconsin,,Democratic,Senate: 2013-Present | House: 1999-2013
"Representative Ballenger, Cass",https://www.congress.gov/member/cass-ballenger/B000104,North Carolina,10,Republican,House: 1985-2005
"Representative Barcia, James A.",https://www.congress.gov/member/james-barcia/B000134,Michigan,5,Democratic,House: 1993-2003
"Representative Barr, Bob",https://www.congress.gov/member/bob-barr/B000169,Georgia,7,Republican,House: 1995-2003
"Representative Barrett, Bill",https://www.congress.gov/member/bill-barrett/B000179,Nebraska,3,Republican,House: 1991-2001
"Representative Barrett, Thomas M.",https://www.congress.gov/member/thomas-barrett/B000177,Wisconsin,5,Democratic,House: 1993-2003
"Representative Bartlett, Roscoe G.",https://www.congress.gov/member/roscoe-bartlett/B000208,Maryland,6,Republican,House: 1993-2013
"Representative Barton, Joe",https://www.congress.gov/member/joe-barton/B000213,Texas,6,Republican,House: 1985-2019
"Representative Bass, Charles F.",https://www.congress.gov/member/charles-bass/B000220,New Hampshire,2,Republican,"House: 1995-2007, 2011-2013"
"Representative Bateman, Herbert H.",https://www.congress.gov/member/herbert-bateman/B000229,Virginia,1,Republican,House: 1983-2001
