Downloaded on,4/19/19,12:22:07 EDT,,,
Search URL,https://www.congress.gov/search?searchResultViewType=expanded&q=%7B%22source%22%3A%22members%22%2C%22chamber%22%3A%22House%22%2C%22congress%22%3A%22112%22%7D,,,,
Name,URL,State,District,Party,Terms
"Representative Ackerman, Gary L.",https://www.congress.gov/member/gary-ackerman/A000022,New York,5,Democratic,House: 1983-2013
"Representative Adams, Sandy",https://www.congress.gov/member/sandy-adams/A000366,Florida,24,Republican,House: 2011-2013
"Representative Aderholt, Robert B.",https://www.congress.gov/member/robert-aderholt/A000055,Alabama,4,Republican,House: 1997-Present
"Representative Akin, W. Todd",https://www.congress.gov/member/w-akin/A000358,Missouri,2,Republican,House: 2001-2013
"Representative Alexander, Rodney",https://www.congress.gov/member/rodney-alexander/A000361,Louisiana,5,Republican,House: 2003-2013
"Representative Altmire, Jason",https://www.congress.gov/member/jason-altmire/A000362,Pennsylvania,4,Democratic,House: 2007-2013
"Representative Amash, Justin",https://www.congress.gov/member/justin-amash/A000367,Michigan,3,Republican,House: 2011-Present
"Representative Amodei, Mark E.",https://www.congress.gov/member/mark-amodei/A000369,Nevada,2,Republican,House: 2011-Present
"Representative Andrews, Robert E.",https://www.congress.gov/member/robert-andrews/A000210,New Jersey,1,Democratic,House: 1989-2014
"Representative Austria, Steve",https://www.congress.gov/member/steve-austria/A000365,Ohio,7,Republican,House: 2009-2013
"Representative Baca, Joe",https://www.congress.gov/member/joe-baca/B001234,California,43,Democratic,House: 1999-2013
"Representative Bachmann, Michele",https://www.congress.gov/member/michele-bachmann/B001256,Minnesota,6,Republican,House: 2007-2015
"Representative Bachus, Spencer",https://www.congress.gov/member/spencer-bachus/B000013,Alabama,6,Republican,House: 1993-2015
"Senator Baldwin, Tammy",https://www.congress.gov/member/tammy-baldwin/B001230,Wisconsin,,Democratic,Senate: 2013-Present | House: 1999-2013
"Representative Barber, Ron",https://www.congress.gov/member/ron-barber/B001279,Arizona,2,Democratic,House: 2012-2015
"Representative Barletta, Lou",https://www.congress.gov/member/lou-barletta/B001269,Pennsylvania,11,Republican,House: 2011-2019
"Representative Barrow, John",https://www.congress.gov/member/john-barrow/B001252,Georgia,12,Democratic,House: 2005-2015
"Representative Bartlett, Roscoe G.",https://www.congress.gov/member/roscoe-bartlett/B000208,Maryland,6,Republican,House: 1993-2013
"Representative Barton, Joe",https://www.congress.gov/member/joe-barton/B000213,Texas,6,Republican,House: 1985-2019
"Representative Bass, Charles F.",https://www.congress.gov/member/charles-bass/B000220,New Hampshire,2,Republican,"House: 1995-2007, 2011-2013"
"Representative Bass, Karen",https://www.congress.gov/member/karen-bass/B001270,California,37,Democratic,House: 2011-Present
"Representative Becerra, Xavier",https://www.congress.gov/member/xavier-becerra/B000287,California,34,Democratic,House: 1993-2017
"Representative Benishek, Dan",https://www.congress.gov/member/dan-benishek/B001271,Michigan,1,Republican,House: 2011-2017
"Representative Berg, Rick",https://www.congress.gov/member/rick-berg/B001272,North Dakota,,Republican,House: 2011-2013
"Representative Berkley, Shelley",https://www.congress.gov/member/shelley-berkley/B001231,Nevada,1,Democratic,House: 1999-2013
"Representative Berman, Howard L.",https://www.congress.gov/member/howard-berman/B000410,California,28,Democratic,House: 1983-2013
"Representative Biggert, Judy",https://www.congress.gov/member/judy-biggert/B001232,Illinois,13,Republican,House: 1999-2013
"Representative Bilbray, Brian P.",https://www.congress.gov/member/brian-bilbray/B000461,California,50,Republican,"House: 1995-2001, 2005-2013"
"Representative Bilirakis, Gus M.",https://www.congress.gov/member/gus-bilirakis/B001257,Florida,12,Republican,House: 2007-Present
"Representative Bishop, Rob",https://www.congress.gov/member/rob-bishop/B001250,Utah,1,Republican,House: 2003-Present
"Representative Bishop, Sanford D., Jr.",https://www.congress.gov/member/sanford-bishop/B000490,Georgia,2,Democratic,House: 1993-Present
"Representative Bishop, Timothy H.",https://www.congress.gov/member/timothy-bishop/B001242,New York,1,Democratic,House: 2003-2015
"Representative Black, Diane",https://www.congress.gov/member/diane-black/B001273,Tennessee,6,Republican,House: 2011-2019
"Senator Blackburn, Marsha",https://www.congress.gov/member/marsha-blackburn/B001243,Tennessee,,Republican,Senate: 2019-Present | House: 2003-2019
"Representative Blumenauer, Earl",https://www.congress.gov/member/earl-blumenauer/B000574,Oregon,3,Democratic,House: 1995-Present
"Representative Boehner, John A.",https://www.congress.gov/member/john-boehner/B000589,Ohio,8,Republican,House: 1991-2015
