Downloaded on,4/19/19,12:28:49 EDT,,,
Search URL,https://www.congress.gov/search?searchResultViewType=expanded&q=%7B%22source%22%3A%22members%22%2C%22chamber%22%3A%22House%22%2C%22congress%22%3A%5B%22104%22%5D%7D,,,,
Name,URL,State,District,Party,Terms
"Representative Abercrombie, Neil",https://www.congress.gov/member/neil-abercrombie/A000014,Hawaii,1,Democratic,"House: 1985-1987, 1991-2011"
"Representative Ackerman, Gary L.",https://www.congress.gov/member/gary-ackerman/A000022,New York,5,Democratic,House: 1983-2013
"Senator Allard, Wayne",https://www.congress.gov/member/a-allard/A000109,Colorado,,Republican,Senate: 1997-2009 | House: 1991-1997
"Representative Andrews, Robert E.",https://www.congress.gov/member/robert-andrews/A000210,New Jersey,1,Democratic,House: 1989-2014
"Representative Archer, Bill",https://www.congress.gov/member/bill-archer/A000215,Texas,7,Republican,House: 1971-2001
"Representative Armey, Richard K.",https://www.congress.gov/member/dick-armey/A000217,Texas,26,Republican,House: 1985-2003
"Representative Bachus, Spencer",https://www.congress.gov/member/spencer-bachus/B000013,Alabama,6,Republican,House: 1993-2015
"Representative Baesler, Scotty",https://www.congress.gov/member/scotty-baesler/B000028,Kentucky,6,Democratic,House: 1993-1999
"Representative Baker, Bill",https://www.congress.gov/member/bill-baker/B000078,California,10,Republican,House: 1993-1997
"Representative Baker, Richard H.",https://www.congress.gov/member/richard-baker/B000072,Louisiana,6,Republican,House: 1987-2008
"Representative Baldacci, John Elias",https://www.congress.gov/member/john-baldacci/B000081,Maine,2,Democratic,House: 1995-2003
"Representative Ballenger, Cass",https://www.congress.gov/member/cass-ballenger/B000104,North Carolina,10,Republican,House: 1985-2005
"Representative Barcia, James A.",https://www.congress.gov/member/james-barcia/B000134,Michigan,5,Democratic,House: 1993-2003
"Representative Barr, Bob",https://www.congress.gov/member/bob-barr/B000169,Georgia,7,Republican,House: 1995-2003
"Representative Barrett, Bill",https://www.congress.gov/member/bill-barrett/B000179,Nebraska,3,Republican,House: 1991-2001
"Representative Barrett, Thomas M.",https://www.congress.gov/member/thomas-barrett/B000177,Wisconsin,5,Democratic,House: 1993-2003
"Representative Bartlett, Roscoe G.",https://www.congress.gov/member/roscoe-bartlett/B000208,Maryland,6,Republican,House: 1993-2013
"Representative Barton, Joe",https://www.congress.gov/member/joe-barton/B000213,Texas,6,Republican,House: 1985-2019
"Representative Bass, Charles F.",https://www.congress.gov/member/charles-bass/B000220,New Hampshire,2,Republican,"House: 1995-2007, 2011-2013"
"Representative Bateman, Herbert H.",https://www.congress.gov/member/herbert-bateman/B000229,Virginia,1,Republican,House: 1983-2001
"Representative Becerra, Xavier",https://www.congress.gov/member/xavier-becerra/B000287,California,34,Democratic,House: 1993-2017
"Representative Beilenson, Anthony C.",https://www.congress.gov/member/anthony-beilenson/B000318,California,24,Democratic,House: 1977-1997
"Representative Bentsen, Ken",https://www.congress.gov/member/ken-bentsen/B000400,Texas,25,Democratic,House: 1995-2003
"Representative Bereuter, Doug",https://www.congress.gov/member/douglas-bereuter/B000403,Nebraska,1,Republican,House: 1979-2004
"Representative Berman, Howard L.",https://www.congress.gov/member/howard-berman/B000410,California,28,Democratic,House: 1983-2013
"Representative Bevill, Tom",https://www.congress.gov/member/tom-bevill/B000431,Alabama,4,Democratic,House: 1967-1997
"Representative Bilbray, Brian P.",https://www.congress.gov/member/brian-bilbray/B000461,California,50,Republican,"House: 1995-2001, 2005-2013"
"Representative Bilirakis, Michael",https://www.congress.gov/member/michael-bilirakis/B000463,Florida,9,Republican,House: 1983-2007
"Representative Bishop, Sanford D., Jr.",https://www.congress.gov/member/sanford-bishop/B000490,Georgia,2,Democratic,House: 1993-Present
"Representative Bliley, Tom",https://www.congress.gov/member/thomas-bliley/B000556,Virginia,7,Republican,House: 1981-2001
"Representative Blumenauer, Earl",https://www.congress.gov/member/earl-blumenauer/B000574,Oregon,3,Democratic,House: 1995-Present
"Representative Blute, Peter I.",https://www.congress.gov/member/peter-blute/B000576,Massachusetts,3,Republican,House: 1993-1997
"Representative Boehlert, Sherwood",https://www.congress.gov/member/sherwood-boehlert/B000586,New York,24,Republican,House: 1983-2007
"Representative Boehner, John A.",https://www.congress.gov/member/john-boehner/B000589,Ohio,8,Republican,House: 1991-2015
"Representative Bonilla, Henry",https://www.congress.gov/member/henry-bonilla/B000617,Texas,23,Republican,House: 1993-2007
"Representative Bonior, David E.",https://www.congress.gov/member/david-bonior/B000619,Michigan,10,Democratic,House: 1977-2003
"Representative Bono, Sonny",https://www.congress.gov/member/sonny-bono/B000622,California,44,Republican,House: 1995-1999
"Representative Borski, Robert A.",https://www.congress.gov/member/robert-borski/B000644,Pennsylvania,3,Democratic,House: 1983-2003
"Representative Boucher, Rick",https://www.congress.gov/member/rick-boucher/B000657,Virginia,9,Democratic,House: 1983-2011
"Representative Brewster, Bill K.",https://www.congress.gov/member/bill-brewster/B000817,Oklahoma,3,Democratic,House: 1991-1997
"Representative Browder, Glen",https://www.congress.gov/member/glen-browder/B000897,Alabama,3,Democratic,House: 1989-1997
"Representative Brown, Corrine",https://www.congress.gov/member/corrine-brown/B000911,Florida,5,Democratic,House: 1993-2017
"Representative Brown, George E., Jr.",https://www.congress.gov/member/george-brown/B000918,California,42,Democratic,"House: 1963-1971, 1973-2001"
"Senator Brown, Sherrod",https://www.congress.gov/member/sherrod-brown/B000944,Ohio,,Democratic,Senate: 2007-Present | House: 1993-2007
"Senator Brownback, Sam",https://www.congress.gov/member/sam-brownback/B000953,Kansas,,Republican,Senate: 1997-2011 | House: 1995-1996
"Representative Bryant, Ed",https://www.congress.gov/member/ed-bryant/B000996,Tennessee,7,Republican,House: 1995-2003
"Representative Bryant, John W.",https://www.congress.gov/member/john-bryant/B000997,Texas,5,Democratic,House: 1983-1997
"Representative Bunn, Jim",https://www.congress.gov/member/jim-bunn/B001063,Oregon,5,Republican,House: 1995-1997
"Senator Bunning, Jim",https://www.congress.gov/member/jim-bunning/B001066,Kentucky,,Republican,Senate: 1999-2011 | House: 1987-1999
"Senator Burr, Richard",https://www.congress.gov/member/richard-burr/B001135,North Carolina,,Republican,Senate: 2005-Present | House: 1995-2005
"Representative Burton, Dan",https://www.congress.gov/member/dan-burton/B001149,Indiana,5,Republican,House: 1983-2013
